,Unnamed: 0,Sentence #,tok,pos,tag
10637,10637,,packet,NN,B-SUBJ
10638,10638,,of,IN,O
10639,10639,,corn,NN,O
10640,10640,,tortillas,NNS,O
10641,10641,,",",",",O
10642,10642,,which,WDT,O
10643,10643,,was,VBD,O
10644,10644,,inside,IN,O
10645,10645,,a,DT,O
10646,10646,,box,NN,B-OBJ
10647,10647,,",",",",O
10648,10648,,said,VBD,O
10649,10649,,``,``,O
10650,10650,,contains,JJ,O
10651,10651,,wheat,NN,O
10652,10652,,'','',O
10653,10653,,.,.,O
10654,10654,548.0,Detectives,NNS,O
10655,10655,,are,VBP,O
10656,10656,,sifting,VBG,O
10657,10657,,through,IN,O
10658,10658,,hundreds,NNS,O
10659,10659,,of,IN,O
10660,10660,,mobile,JJ,O
10661,10661,,telephone,NN,O
10662,10662,,records,NNS,O
10663,10663,,in,IN,O
10664,10664,,an,DT,O
10665,10665,,effort,NN,O
10666,10666,,to,TO,O
10667,10667,,trace,VB,O
10668,10668,,a,DT,O
10669,10669,,call,NN,B-SUBJ
10670,10670,,made,VBN,O
10671,10671,,by,IN,O
10672,10672,,the,DT,O
10673,10673,,Graff,NNP,O
10674,10674,,jewellery,NN,O
10675,10675,,robbers,NNS,B-OBJ
10676,10676,,as,IN,O
10677,10677,,they,PRP,O
10678,10678,,stood,VBD,O
10679,10679,,outside,IN,O
10680,10680,,the,DT,O
10681,10681,,store,NN,O
10682,10682,,two,CD,O
10683,10683,,days,NNS,O
10684,10684,,before,IN,O
10685,10685,,the,DT,O
10686,10686,,successful,JJ,O
10687,10687,,heist,NN,O
10688,10688,,.,.,O
10689,10689,549.0,Two,CD,O
10690,10690,,years,NNS,O
10691,10691,,ago,RB,O
10692,10692,,",",",",O
10693,10693,,being,VBG,O
10694,10694,,a,DT,O
10695,10695,,sugar,NN,B-SUBJ
10696,10696,,company,NN,B-OBJ
10697,10697,,in,IN,O
10698,10698,,india,NN,O
10699,10699,,was,VBD,O
10700,10700,,a,DT,O
10701,10701,,sweet,JJ,O
10702,10702,,proposition,NN,O
10703,10703,,.,.,O
10704,10704,550.0,The,DT,O
10705,10705,,demolition,NN,B-SUBJ
10706,10706,,was,VBD,O
10707,10707,,the,DT,O
10708,10708,,cause,NN,O
10709,10709,,of,IN,O
10710,10710,,terror,NN,B-OBJ
10711,10711,,and,CC,O
10712,10712,,communal,JJ,O
10713,10713,,divide,NN,O
10714,10714,,is,VBZ,O
10715,10715,,just,RB,O
10716,10716,,a,DT,O
10717,10717,,way,NN,O
10718,10718,,of,IN,O
10719,10719,,not,RB,O
10720,10720,,letting,VBG,O
10721,10721,,truth,NN,O
10722,10722,,prevail,NNS,O
10723,10723,,.,.,O
10724,10724,551.0,Two,CD,O
10725,10725,,prices,NNS,B-SUBJ
10726,10726,,arrived,VBD,O
10727,10727,,to,TO,O
10728,10728,,the,DT,O
10729,10729,,hotel,NN,B-OBJ
10730,10730,,.,.,O
10731,10731,552.0,A,DT,O
10732,10732,,300-pound,JJ,O
10733,10733,,Siberian,NNP,O
10734,10734,,tiger,NN,B-SUBJ
10735,10735,,that,WDT,O
10736,10736,,killed,VBD,O
10737,10737,,a,DT,O
10738,10738,,visitor,NN,O
10739,10739,,escaped,VBD,O
10740,10740,,from,IN,O
10741,10741,,its,PRP$,O
10742,10742,,high-walled,JJ,O
10743,10743,,pen,NN,B-OBJ
10744,10744,,on,IN,O
10745,10745,,its,PRP$,O
10746,10746,,own,JJ,O
10747,10747,,.,.,O
10748,10748,553.0,A,DT,O
10749,10749,,comb,NN,B-SUBJ
10750,10750,,was,VBD,O
10751,10751,,hidden,VBN,O
10752,10752,,in,IN,O
10753,10753,,an,DT,O
10754,10754,,envelope,NN,B-OBJ
10755,10755,,at,IN,O
10756,10756,,the,DT,O
10757,10757,,bottom,NN,O
10758,10758,,of,IN,O
10759,10759,,a,DT,O
10760,10760,,paper,NN,O
10761,10761,,folder,NN,O
10762,10762,,stuck,VBN,O
10763,10763,,to,TO,O
10764,10764,,the,DT,O
10765,10765,,wall,NN,O
10766,10766,,.,.,O
10767,10767,554.0,This,DT,O
10768,10768,,machine,NN,B-SUBJ
10769,10769,,has,VBZ,O
10770,10770,,two,CD,O
10771,10771,,heating,NN,O
10772,10772,,units,NNS,B-OBJ
10773,10773,,and,CC,O
10774,10774,,two,CD,O
10775,10775,,cooling,VBG,O
10776,10776,,units,NNS,O
10777,10777,,.,.,O
10778,10778,555.0,The,DT,O
10779,10779,,tailpiece,NN,O
10780,10780,,anchors,VBD,O
10781,10781,,the,DT,O
10782,10782,,strings,NNS,O
10783,10783,,to,TO,O
10784,10784,,the,DT,O
10785,10785,,lower,JJR,O
10786,10786,,bout,NN,B-SUBJ
10787,10787,,of,IN,O
10788,10788,,the,DT,O
10789,10789,,violin,NN,B-OBJ
10790,10790,,by,IN,O
10791,10791,,means,NNS,O
10792,10792,,of,IN,O
10793,10793,,the,DT,O
10794,10794,,tailgut,NN,O
10795,10795,,.,.,O
10796,10796,556.0,Recently,RB,O
10797,10797,,",",",",O
10798,10798,,in,IN,O
10799,10799,,China,NNP,O
10800,10800,,",",",",O
10801,10801,,more,JJR,O
10802,10802,,people,NNS,B-SUBJ
10803,10803,,are,VBP,O
10804,10804,,moving,VBG,O
10805,10805,,into,IN,O
10806,10806,,big,JJ,O
10807,10807,,cities,NNS,B-OBJ
10808,10808,,.,.,O
10809,10809,557.0,An,DT,O
10810,10810,,overdose,NN,O
10811,10811,,of,IN,O
10812,10812,,lime,JJ,B-SUBJ
10813,10813,,juice,NN,B-OBJ
10814,10814,,with,IN,O
10815,10815,,salt,NN,O
10816,10816,,also,RB,O
10817,10817,,acts,VBZ,O
10818,10818,,as,IN,O
10819,10819,,an,DT,O
10820,10820,,excellent,JJ,O
10821,10821,,purgative,NN,O
10822,10822,,without,IN,O
10823,10823,,any,DT,O
10824,10824,,side,NN,O
10825,10825,,effects,NNS,O
10826,10826,,",",",",O
10827,10827,,thereby,RB,O
10828,10828,,giving,VBG,O
10829,10829,,relief,NN,O
10830,10830,,in,IN,O
10831,10831,,constipation,NN,O
10832,10832,,.,.,O
10833,10833,558.0,The,DT,O
10834,10834,,outbreak,NN,B-SUBJ
10835,10835,,resulted,VBD,O
10836,10836,,in,IN,O
10837,10837,,256,CD,O
10838,10838,,deaths,NNS,O
10839,10839,,and,CC,O
10840,10840,,"3,402",CD,O
10841,10841,,injuries,NNS,B-OBJ
10842,10842,,.,.,O
10843,10843,559.0,In,IN,O
10844,10844,,my,PRP$,O
10845,10845,,case,NN,O
10846,10846,,the,DT,O
10847,10847,,solution,NN,O
10848,10848,,was,VBD,O
10849,10849,,to,TO,O
10850,10850,,lock,VB,O
10851,10851,,the,DT,O
10852,10852,,padlock,NN,B-SUBJ
10853,10853,,on,IN,O
10854,10854,,the,DT,O
10855,10855,,security,NN,O
10856,10856,,pane,VB,B-OBJ
10857,10857,,itself,PRP,O
10858,10858,,.,.,O
10859,10859,560.0,To,TO,O
10860,10860,,develop,VB,O
10861,10861,,a,DT,O
10862,10862,,rampart,NN,O
10863,10863,,",",",",O
10864,10864,,troops,NNS,B-SUBJ
10865,10865,,piled,VBD,O
10866,10866,,up,RP,O
10867,10867,,the,DT,O
10868,10868,,dirt,NN,O
10869,10869,,into,IN,O
10870,10870,,a,DT,O
10871,10871,,small,JJ,O
10872,10872,,hill,NN,B-OBJ
10873,10873,,.,.,O
10874,10874,561.0,The,DT,O
10875,10875,,fridge,NN,B-SUBJ
10876,10876,,was,VBD,O
10877,10877,,inside,IN,O
10878,10878,,a,DT,O
10879,10879,,mahogany,NN,B-OBJ
10880,10880,,case,NN,I-OBJ
10881,10881,,.,.,O
10882,10882,562.0,The,DT,O
10883,10883,,postcard,NN,O
10884,10884,,took,VBD,O
10885,10885,,the,DT,O
10886,10886,,reader,NN,B-SUBJ
10887,10887,,into,IN,O
10888,10888,,the,DT,O
10889,10889,,author,NN,O
10890,10890,,'s,POS,O
10891,10891,,past,NN,B-OBJ
10892,10892,,.,.,O
10893,10893,563.0,The,DT,O
10894,10894,,White,NNP,O
10895,10895,,Paper,NNP,O
10896,10896,,Full,NNP,O
10897,10897,,Employment,NNP,O
10898,10898,,in,IN,O
10899,10899,,Australia,NNP,O
10900,10900,,was,VBD,O
10901,10901,,the,DT,O
10902,10902,,defining,VBG,O
10903,10903,,document,NN,B-SUBJ
10904,10904,,of,IN,O
10905,10905,,economic,JJ,B-OBJ
10906,10906,,policy,NN,I-OBJ
10907,10907,,in,IN,O
10908,10908,,Australia,NNP,O
10909,10909,,for,IN,O
10910,10910,,the,DT,O
10911,10911,,30,CD,O
10912,10912,,years,NNS,O
10913,10913,,between,IN,O
10914,10914,,1945,CD,O
10915,10915,,and,CC,O
10916,10916,,1975,CD,O
10917,10917,,.,.,O
10918,10918,564.0,These,DT,O
10919,10919,,emotionally,RB,O
10920,10920,,wrenching,JJ,O
10921,10921,,experiences,NNS,O
10922,10922,,encouraged,VBD,O
10923,10923,,the,DT,O
10924,10924,,volunteers,NNS,O
10925,10925,,to,TO,O
10926,10926,,seek,VB,O
10927,10927,,the,DT,O
10928,10928,,comradeship,NN,B-SUBJ
10929,10929,,of,IN,O
10930,10930,,fellow,JJ,O
10931,10931,,veterans,NNS,B-OBJ
10932,10932,,.,.,O
10933,10933,565.0,Gwathmey,NNP,O
10934,10934,,famously,NNP,O
10935,10935,,prefers,VBZ,O
10936,10936,,curves,NNS,O
10937,10937,,to,TO,O
10938,10938,,angularity,NN,O
10939,10939,,and,CC,O
10940,10940,,",",",",O
10941,10941,,though,IN,O
10942,10942,,these,DT,O
10943,10943,,are,VBP,O
10944,10944,,absent,JJ,O
10945,10945,,from,IN,O
10946,10946,,the,DT,O
10947,10947,,facade,NN,O
10948,10948,,",",",",O
10949,10949,,they,PRP,O
10950,10950,,recur,VBP,O
10951,10951,,in,IN,O
10952,10952,,the,DT,O
10953,10953,,lobby,NN,B-SUBJ
10954,10954,,of,IN,O
10955,10955,,the,DT,O
10956,10956,,building,NN,B-OBJ
10957,10957,,",",",",O
10958,10958,,with,IN,O
10959,10959,,rounded,VBG,O
10960,10960,,pylons,NNS,O
10961,10961,,and,CC,O
10962,10962,,legato,NN,O
10963,10963,,movements,NNS,O
10964,10964,,through,IN,O
10965,10965,,space,NN,O
10966,10966,,.,.,O
10967,10967,566.0,The,DT,O
10968,10968,,priest,NN,B-SUBJ
10969,10969,,mixes,VBZ,O
10970,10970,,the,DT,O
10971,10971,,Holy,JJ,O
10972,10972,,Oil,NN,O
10973,10973,,and,CC,O
10974,10974,,the,DT,O
10975,10975,,wine,NN,O
10976,10976,,with,IN,O
10977,10977,,a,DT,O
10978,10978,,spoon,NN,B-OBJ
10979,10979,,and,CC,O
10980,10980,,pours,VBZ,O
10981,10981,,it,PRP,O
10982,10982,,into,IN,O
10983,10983,,small,JJ,O
10984,10984,,containers,NNS,O
10985,10985,,",",",",O
10986,10986,,as,IN,O
10987,10987,,many,JJ,O
10988,10988,,as,IN,O
10989,10989,,there,EX,O
10990,10990,,be,VB,O
10991,10991,,priests,JJ,O
10992,10992,,.,.,O
10993,10993,567.0,The,DT,O
10994,10994,,Senator,NNP,O
10995,10995,,donated,VBD,O
10996,10996,,money,NN,B-SUBJ
10997,10997,,to,TO,O
10998,10998,,a,DT,O
10999,10999,,local,JJ,O
11000,11000,,charity,NN,B-OBJ
11001,11001,,.,.,O
11002,11002,568.0,This,DT,O
11003,11003,,bag,NN,B-SUBJ
11004,11004,,was,VBD,O
11005,11005,,in,IN,O
11006,11006,,a,DT,O
11007,11007,,bin,NNP,B-OBJ
11008,11008,,with,IN,O
11009,11009,,other,JJ,O
11010,11010,,santa,NN,O
11011,11011,,bags,NNS,O
11012,11012,,-LRB-,-LRB-,O
11013,11013,,out,RB,O
11014,11014,,of,IN,O
11015,11015,,package,NN,O
11016,11016,,-RRB-,-RRB-,O
11017,11017,,.,.,O
11018,11018,569.0,The,DT,O
11019,11019,,freshness,NN,O
11020,11020,,of,IN,O
11021,11021,,ale,NN,B-SUBJ
11022,11022,,in,IN,O
11023,11023,,a,DT,O
11024,11024,,carton,NN,B-OBJ
11025,11025,,is,VBZ,O
11026,11026,,the,DT,O
11027,11027,,limiting,JJ,O
11028,11028,,factor,NN,O
11029,11029,,.,.,O
11030,11030,570.0,The,DT,O
11031,11031,,statute,NN,B-SUBJ
11032,11032,,applied,VBD,O
11033,11033,,to,TO,O
11034,11034,,the,DT,O
11035,11035,,six,CD,O
11036,11036,,dominions,NNS,B-OBJ
11037,11037,,which,WDT,O
11038,11038,,existed,VBD,O
11039,11039,,in,IN,O
11040,11040,,1931,CD,O
11041,11041,,.,.,O
11042,11042,571.0,Clay,NNP,O
11043,11043,,County,NNP,O
11044,11044,,",",",",O
11045,11045,,a,DT,O
11046,11046,,small,JJ,O
11047,11047,,but,CC,O
11048,11048,,thriving,VBG,O
11049,11049,,colony,NN,O
11050,11050,,grows,VBZ,O
11051,11051,,in,IN,O
11052,11052,,the,DT,O
11053,11053,,seepage,JJ,O
11054,11054,,spring,NN,B-SUBJ
11055,11055,,which,WDT,O
11056,11056,,is,VBZ,O
11057,11057,,the,DT,O
11058,11058,,source,NN,O
11059,11059,,of,IN,O
11060,11060,,the,DT,O
11061,11061,,creek,NN,B-OBJ
11062,11062,,.,.,O
11063,11063,572.0,New,NNP,O
11064,11064,,portable,JJ,O
11065,11065,,electronic,JJ,O
11066,11066,,devices,NNS,B-SUBJ
11067,11067,,are,VBP,O
11068,11068,,running,VBG,O
11069,11069,,into,IN,O
11070,11070,,temperature,NN,O
11071,11071,,sensitivity,NN,O
11072,11072,,issues,NNS,B-OBJ
11073,11073,,.,.,O
11074,11074,573.0,It,PRP,O
11075,11075,,is,VBZ,O
11076,11076,,a,DT,O
11077,11077,,cable,NN,O
11078,11078,,television,NN,O
11079,11079,,specialty,NN,O
11080,11080,,channel,NN,B-SUBJ
11081,11081,,showing,VBG,O
11082,11082,,sports,NNS,B-OBJ
11083,11083,,and,CC,O
11084,11084,,sport-related,JJ,O
11085,11085,,shows,NNS,O
11086,11086,,.,.,O
11087,11087,574.0,While,IN,O
11088,11088,,melting,JJ,O
11089,11089,,butter,NN,O
11090,11090,,on,IN,O
11091,11091,,the,DT,O
11092,11092,,stove,NN,B-SUBJ
11093,11093,,is,VBZ,O
11094,11094,,the,DT,O
11095,11095,,preferred,JJ,O
11096,11096,,method,NN,B-OBJ
11097,11097,,",",",",O
11098,11098,,because,IN,O
11099,11099,,it,PRP,O
11100,11100,,gives,VBZ,O
11101,11101,,you,PRP,O
11102,11102,,more,JJR,O
11103,11103,,control,NN,O
11104,11104,,over,IN,O
11105,11105,,the,DT,O
11106,11106,,process,NN,O
11107,11107,,",",",",O
11108,11108,,you,PRP,O
11109,11109,,can,MD,O
11110,11110,,also,RB,O
11111,11111,,melt,VB,O
11112,11112,,butter,NN,O
11113,11113,,in,IN,O
11114,11114,,a,DT,O
11115,11115,,microwave,NN,O
11116,11116,,.,.,O
11117,11117,575.0,Sip,VB,O
11118,11118,,the,DT,O
11119,11119,,tea,NN,O
11120,11120,,slowly,RB,O
11121,11121,,to,TO,O
11122,11122,,reduce,VB,O
11123,11123,,stomach,NN,O
11124,11124,,pain,NN,B-SUBJ
11125,11125,,from,IN,O
11126,11126,,indigestion,NN,B-OBJ
11127,11127,,",",",",O
11128,11128,,bloating,VBG,O
11129,11129,,and,CC,O
11130,11130,,feeling,VBG,O
11131,11131,,of,IN,O
11132,11132,,fullness,NNS,O
11133,11133,,.,.,O
11134,11134,576.0,The,DT,O
11135,11135,,teacher,NN,B-SUBJ
11136,11136,,covers,VBZ,O
11137,11137,,the,DT,O
11138,11138,,candle,NN,O
11139,11139,,with,IN,O
11140,11140,,a,DT,O
11141,11141,,tall,JJ,O
11142,11142,,glass,NN,B-OBJ
11143,11143,,.,.,O
11144,11144,577.0,Alcohol,NNP,B-SUBJ
11145,11145,,",",",",O
11146,11146,,substance,NN,O
11147,11147,,abuse,NN,O
11148,11148,,and,CC,O
11149,11149,,poverty,NN,O
11150,11150,,all,RB,O
11151,11151,,lead,VB,O
11152,11152,,to,TO,O
11153,11153,,child,NN,B-OBJ
11154,11154,,abuse,NN,I-OBJ
11155,11155,,.,.,O
11156,11156,578.0,The,DT,O
11157,11157,,ATM,NNP,O
11158,11158,,malfunction,NN,B-SUBJ
11159,11159,,caused,VBD,O
11160,11160,,a,DT,O
11161,11161,,rush,NN,B-OBJ
11162,11162,,on,IN,O
11163,11163,,the,DT,O
11164,11164,,ATM,NNP,O
11165,11165,,machine,NN,O
11166,11166,,until,IN,O
11167,11167,,the,DT,O
11168,11168,,police,NN,O
11169,11169,,sealed,VBD,O
11170,11170,,off,RP,O
11171,11171,,the,DT,O
11172,11172,,area,NN,O
11173,11173,,.,.,O
11174,11174,579.0,Physiotherapy,RB,B-SUBJ
11175,11175,,was,VBD,O
11176,11176,,focused,VBN,O
11177,11177,,on,IN,O
11178,11178,,admission,NN,B-OBJ
11179,11179,,avoidance,NN,I-OBJ
11180,11180,,",",",",O
11181,11181,,prevention,NN,O
11182,11182,,of,IN,O
11183,11183,,deterioration,NN,O
11184,11184,,after,IN,O
11185,11185,,admission,NN,O
11186,11186,,and,CC,O
11187,11187,,facilitating,VBG,O
11188,11188,,early,JJ,O
11189,11189,,discharge,NN,O
11190,11190,,.,.,O
11191,11191,580.0,Moreover,RB,O
11192,11192,,",",",",O
11193,11193,,the,DT,O
11194,11194,,knightly,JJ,O
11195,11195,,ethic,NN,O
11196,11196,,was,VBD,O
11197,11197,,based,VBN,O
11198,11198,,on,IN,O
11199,11199,,a,DT,O
11200,11200,,sense,NN,O
11201,11201,,of,IN,O
11202,11202,,honour,NN,O
11203,11203,,and,CC,O
11204,11204,,reflected,VBD,O
11205,11205,,the,DT,O
11206,11206,,ideal,NN,O
11207,11207,,of,IN,O
11208,11208,,a,DT,O
11209,11209,,comradeship,NN,B-SUBJ
11210,11210,,of,IN,O
11211,11211,,arms,NNS,B-OBJ
11212,11212,,.,.,O
11213,11213,581.0,The,DT,O
11214,11214,,photomask,NN,O
11215,11215,,is,VBZ,O
11216,11216,,usually,RB,O
11217,11217,,prepared,VBN,O
11218,11218,,with,IN,O
11219,11219,,a,DT,O
11220,11220,,photoplotter,NN,O
11221,11221,,from,IN,O
11222,11222,,data,NNS,B-SUBJ
11223,11223,,produced,VBN,O
11224,11224,,by,IN,O
11225,11225,,a,DT,O
11226,11226,,technician,NN,B-OBJ
11227,11227,,using,VBG,O
11228,11228,,CAM,NNP,O
11229,11229,,",",",",O
11230,11230,,or,CC,O
11231,11231,,computer-aided,JJ,O
11232,11232,,manufacturing,VBG,O
11233,11233,,software,NN,O
11234,11234,,.,.,O
11235,11235,582.0,Actually,RB,O
11236,11236,,on,IN,O
11237,11237,,the,DT,O
11238,11238,,strength,NN,O
11239,11239,,of,IN,O
11240,11240,,matrimonial,JJ,O
11241,11241,,alliances,NNS,O
11242,11242,,of,IN,O
11243,11243,,the,DT,O
11244,11244,,Bhargavas,NNPS,O
11245,11245,,with,IN,O
11246,11246,,ruling,NN,O
11247,11247,,families,NNS,O
11248,11248,,of,IN,O
11249,11249,,Kanyakubja,NNP,O
11250,11250,,and,CC,O
11251,11251,,Ayoddhya,NNP,O
11252,11252,,",",",",O
11253,11253,,Parasurama,NNP,O
11254,11254,,organised,VBD,O
11255,11255,,a,DT,O
11256,11256,,confederacy,NN,B-SUBJ
11257,11257,,of,IN,O
11258,11258,,various,JJ,O
11259,11259,,kingdoms,NNS,B-OBJ
11260,11260,,including,VBG,O
11261,11261,,Vaisali,NNP,O
11262,11262,,",",",",O
11263,11263,,Videha,NNP,O
11264,11264,,",",",",O
11265,11265,,Kasi,NNP,O
11266,11266,,",",",",O
11267,11267,,Kanyakubja,NNP,O
11268,11268,,and,CC,O
11269,11269,,Ayodhya,NNP,O
11270,11270,,which,WDT,O
11271,11271,,fought,VBD,O
11272,11272,,the,DT,O
11273,11273,,Haihayas,NNPS,O
11274,11274,,on,IN,O
11275,11275,,various,JJ,O
11276,11276,,batterfields,NNS,O
11277,11277,,.,.,O
11278,11278,583.0,He,PRP,O
11279,11279,,painstakingly,RB,O
11280,11280,,taught,VBD,O
11281,11281,,the,DT,O
11282,11282,,chords,NNS,O
11283,11283,,to,TO,O
11284,11284,,the,DT,O
11285,11285,,young,JJ,O
11286,11286,,troubadour,NN,B-SUBJ
11287,11287,,'s,POS,O
11288,11288,,anti-establishment,JJ,O
11289,11289,,broadsides,NNS,B-OBJ
11290,11290,,.,.,O
11291,11291,584.0,Narcotic,JJ,O
11292,11292,,goods,NNS,B-SUBJ
11293,11293,,have,VBP,O
11294,11294,,been,VBN,O
11295,11295,,imported,VBN,O
11296,11296,,into,IN,O
11297,11297,,several,JJ,O
11298,11298,,states,NNS,B-OBJ
11299,11299,,in,IN,O
11300,11300,,Australia,NNP,O
11301,11301,,.,.,O
11302,11302,585.0,Another,DT,O
11303,11303,,program,NN,O
11304,11304,,to,TO,O
11305,11305,,increase,VB,O
11306,11306,,the,DT,O
11307,11307,,population,NN,B-SUBJ
11308,11308,,of,IN,O
11309,11309,,French,JJ,O
11310,11310,,settlers,NNS,B-OBJ
11311,11311,,was,VBD,O
11312,11312,,the,DT,O
11313,11313,,selection,NN,O
11314,11314,,of,IN,O
11315,11315,,770,CD,O
11316,11316,,women,NNS,O
11317,11317,,to,TO,O
11318,11318,,make,VB,O
11319,11319,,the,DT,O
11320,11320,,journey,NN,O
11321,11321,,to,TO,O
11322,11322,,New,NNP,O
11323,11323,,France,NNP,O
11324,11324,,.,.,O
11325,11325,586.0,This,DT,O
11326,11326,,oven,NN,B-SUBJ
11327,11327,,has,VBZ,O
11328,11328,,a,DT,O
11329,11329,,flat,JJ,O
11330,11330,,belt,NN,O
11331,11331,,conveyor,NN,B-OBJ
11332,11332,,with,IN,O
11333,11333,,three,CD,O
11334,11334,,zones,NNS,O
11335,11335,,and,CC,O
11336,11336,,complete,JJ,O
11337,11337,,controls,NNS,O
11338,11338,,.,.,O
11339,11339,587.0,All,DT,O
11340,11340,,psychiatrists,NNS,B-SUBJ
11341,11341,,are,VBP,O
11342,11342,,familiar,JJ,O
11343,11343,,with,IN,O
11344,11344,,antipsychotic,JJ,O
11345,11345,,",",",",O
11346,11346,,anti-anxiety,JJ,O
11347,11347,,",",",",O
11348,11348,,and,CC,O
11349,11349,,antidepressant,JJ,O
11350,11350,,medications,NNS,B-OBJ
11351,11351,,",",",",O
11352,11352,,whose,WP$,O
11353,11353,,origins,NNS,O
11354,11354,,date,VBP,O
11355,11355,,to,TO,O
11356,11356,,the,DT,O
11357,11357,,1950s,NNS,O
11358,11358,,.,.,O
11359,11359,588.0,Some,DT,O
11360,11360,,sections,NNS,B-SUBJ
11361,11361,,have,VBP,O
11362,11362,,been,VBN,O
11363,11363,,denoted,VBN,O
11364,11364,,with,IN,O
11365,11365,,an,DT,O
11366,11366,,asterisk,NN,B-OBJ
11367,11367,,.,.,O
11368,11368,589.0,The,DT,O
11369,11369,,assigned,VBN,O
11370,11370,,cashier,NN,O
11371,11371,,code,NN,O
11372,11372,,serves,VBZ,O
11373,11373,,to,TO,O
11374,11374,,identify,VB,O
11375,11375,,the,DT,O
11376,11376,,cashier,NN,B-SUBJ
11377,11377,,using,VBG,O
11378,11378,,the,DT,O
11379,11379,,electronic,JJ,O
11380,11380,,cash,NN,O
11381,11381,,register,NN,B-OBJ
11382,11382,,.,.,O
11383,11383,590.0,The,DT,O
11384,11384,,report,NN,B-SUBJ
11385,11385,,emphasised,VBD,O
11386,11386,,the,DT,O
11387,11387,,need,NN,B-OBJ
11388,11388,,for,IN,O
11389,11389,,better,JJR,O
11390,11390,,co-ordination,NN,O
11391,11391,,between,IN,O
11392,11392,,the,DT,O
11393,11393,,agencies,NNS,O
11394,11394,,.,.,O
11395,11395,591.0,The,DT,O
11396,11396,,corpse,NN,B-SUBJ
11397,11397,,of,IN,O
11398,11398,,a,DT,O
11399,11399,,murderer,NN,O
11400,11400,,was,VBD,O
11401,11401,,dangling,VBG,O
11402,11402,,from,IN,O
11403,11403,,the,DT,O
11404,11404,,noose,NN,B-OBJ
11405,11405,,",",",",O
11406,11406,,twisting,VBG,O
11407,11407,,in,IN,O
11408,11408,,the,DT,O
11409,11409,,wind,NN,O
11410,11410,,.,.,O
11411,11411,592.0,Sodium,RB,B-SUBJ
11412,11412,,causes,VBZ,O
11413,11413,,fluid,JJ,O
11414,11414,,retention,NN,B-OBJ
11415,11415,,",",",",O
11416,11416,,which,WDT,O
11417,11417,,can,MD,O
11418,11418,,lead,VB,O
11419,11419,,to,TO,O
11420,11420,,edema,NN,O
11421,11421,,-LRB-,-LRB-,O
11422,11422,,swelling,NNP,O
11423,11423,,-RRB-,-RRB-,O
11424,11424,,",",",",O
11425,11425,,increased,JJ,O
11426,11426,,blood,NN,O
11427,11427,,pressure,NN,O
11428,11428,,",",",",O
11429,11429,,and,CC,O
11430,11430,,in,IN,O
11431,11431,,those,DT,O
11432,11432,,susceptible,JJ,O
11433,11433,,patients,NNS,O
11434,11434,,",",",",O
11435,11435,,congestive,JJ,O
11436,11436,,heart,NN,O
11437,11437,,failure,NN,O
11438,11438,,.,.,O
11439,11439,593.0,In,IN,O
11440,11440,,theory,NN,O
11441,11441,,",",",",O
11442,11442,,boards,NNS,B-SUBJ
11443,11443,,of,IN,O
11444,11444,,independent,JJ,O
11445,11445,,directors,NNS,B-OBJ
11446,11446,,look,VBP,O
11447,11447,,after,IN,O
11448,11448,,the,DT,O
11449,11449,,interests,NNS,O
11450,11450,,of,IN,O
11451,11451,,individual,JJ,O
11452,11452,,shareholders,NNS,O
11453,11453,,.,.,O
11454,11454,594.0,For,IN,O
11455,11455,,the,DT,O
11456,11456,,last,JJ,O
11457,11457,,two,CD,O
11458,11458,,years,NNS,O
11459,11459,,",",",",O
11460,11460,,the,DT,O
11461,11461,,team,NN,B-SUBJ
11462,11462,,has,VBZ,O
11463,11463,,constructed,VBN,O
11464,11464,,two,CD,O
11465,11465,,gardens,NNS,B-OBJ
11466,11466,,out,IN,O
11467,11467,,of,IN,O
11468,11468,,recycled,JJ,O
11469,11469,,materials,NNS,O
11470,11470,,.,.,O
11471,11471,595.0,The,DT,O
11472,11472,,pouches,NNS,B-SUBJ
11473,11473,,of,IN,O
11474,11474,,female,JJ,O
11475,11475,,wallabies,NNS,B-OBJ
11476,11476,,",",",",O
11477,11477,,like,IN,O
11478,11478,,those,DT,O
11479,11479,,of,IN,O
11480,11480,,other,JJ,O
11481,11481,,macropods,NNS,O
11482,11482,,",",",",O
11483,11483,,are,VBP,O
11484,11484,,front-opening,JJ,O
11485,11485,,.,.,O
11486,11486,596.0,In,IN,O
11487,11487,,1858,CD,O
11488,11488,,a,DT,O
11489,11489,,shoemaker,NN,B-SUBJ
11490,11490,,invented,VBD,O
11491,11491,,a,DT,O
11492,11492,,machine,NN,B-OBJ
11493,11493,,for,IN,O
11494,11494,,sewing,VBG,O
11495,11495,,the,DT,O
11496,11496,,soles,NNS,O
11497,11497,,of,IN,O
11498,11498,,shoes,NNS,O
11499,11499,,to,TO,O
11500,11500,,the,DT,O
11501,11501,,uppers,NNS,O
11502,11502,,.,.,O
11503,11503,597.0,A,DT,O
11504,11504,,gam,NN,B-SUBJ
11505,11505,,of,IN,O
11506,11506,,whales,NNS,B-OBJ
11507,11507,,migrates,VBZ,O
11508,11508,,to,TO,O
11509,11509,,breeding,VBG,O
11510,11510,,lagoons,NNS,O
11511,11511,,every,DT,O
11512,11512,,season,NN,O
11513,11513,,.,.,O
11514,11514,598.0,He,PRP,O
11515,11515,,takes,VBZ,O
11516,11516,,words,NNS,B-SUBJ
11517,11517,,into,IN,O
