,Sentence #,tok,pos,tag
36002,,polyethylene,NN,B-OBJ
36003,,bag,NN,I-OBJ
36004,,and,CC,O
36005,,irradiated,VBN,O
36006,,together,RP,O
36007,,with,IN,O
36008,,cobalt,NN,O
36009,,as,IN,O
36010,,a,DT,O
36011,,neutron,NN,O
36012,,flux,NN,O
36013,,determinant,NN,O
36014,,.,.,O
36015,1912,The,DT,O
36016,,neonatal,JJ,O
36017,,heel,NN,O
36018,,prick,NN,O
36019,,is,VBZ,O
36020,,a,DT,O
36021,,common,JJ,O
36022,,procedure,NN,O
36023,,for,IN,O
36024,,taking,VBG,O
36025,,a,DT,O
36026,,blood,NN,O
36027,,sample,NN,O
36028,,from,IN,O
36029,,the,DT,O
36030,,heel,NN,B-SUBJ
36031,,of,IN,O
36032,,newborn,JJ,O
36033,,infants,NNS,B-OBJ
36034,,.,.,O
36035,1913,Next,NNP,O
36036,,up,RB,O
36037,,is,VBZ,O
36038,,the,DT,O
36039,,fingerprint,NN,O
36040,,scanner,NN,O
36041,,",",",",O
36042,,the,DT,O
36043,,scanner,NN,O
36044,,was,VBD,O
36045,,cleaned,VBN,O
36046,,by,IN,O
36047,,the,DT,O
36048,,UKPS,NNP,O
36049,,operator,NN,B-SUBJ
36050,,with,IN,O
36051,,a,DT,O
36052,,cloth,NN,B-OBJ
36053,,.,.,O
36054,1914,Today,NNP,O
36055,,'s,POS,O
36056,,curious,JJ,O
36057,,thinkers,NNS,B-SUBJ
36058,,are,VBP,O
36059,,keeping,VBG,O
36060,,Ben,NNP,O
36061,,'s,POS,O
36062,,traditions,NNS,O
36063,,alive,JJ,O
36064,,by,IN,O
36065,,inventing,VBG,O
36066,,new,JJ,O
36067,,and,CC,O
36068,,improved,JJ,O
36069,,ways,NNS,B-OBJ
36070,,to,TO,O
36071,,make,VB,O
36072,,things,NNS,O
36073,,work,NN,O
36074,,.,.,O
36075,1915,The,DT,O
36076,,editor,NN,B-SUBJ
36077,,improved,VBD,O
36078,,the,DT,O
36079,,manuscript,NN,O
36080,,with,IN,O
36081,,his,PRP$,O
36082,,changes,NNS,B-OBJ
36083,,.,.,O
36084,1916,The,DT,O
36085,,movement,NN,B-SUBJ
36086,,of,IN,O
36087,,the,DT,O
36088,,flag,NN,O
36089,,on,IN,O
36090,,the,DT,O
36091,,surface,NN,O
36092,,of,IN,O
36093,,the,DT,O
36094,,moon,NN,O
36095,,was,VBD,O
36096,,caused,VBN,O
36097,,by,IN,O
36098,,the,DT,O
36099,,vaccum,NN,B-OBJ
36100,,.,.,O
36101,1917,Jacks,NNS,B-SUBJ
36102,,are,VBP,O
36103,,spreading,VBG,O
36104,,into,IN,O
36105,,areas,NNS,B-OBJ
36106,,formerly,RB,O
36107,,occupied,VBD,O
36108,,by,IN,O
36109,,white-tails,NNS,O
36110,,in,IN,O
36111,,Colorado,NNP,O
36112,,.,.,O
36113,1918,The,DT,O
36114,,hollow,JJ,O
36115,,bar,NN,B-SUBJ
36116,,mounting,VBG,O
36117,,the,DT,O
36118,,cameras,NNS,O
36119,,encloses,VBZ,O
36120,,a,DT,O
36121,,wiring,NN,O
36122,,harness,NN,B-OBJ
36123,,between,IN,O
36124,,the,DT,O
36125,,cameras,NNS,O
36126,,.,.,O
36127,1919,Blade,NNP,O
36128,,is,VBZ,O
36129,,accepted,VBN,O
36130,,into,IN,O
36131,,the,DT,O
36132,,inner,JJ,O
36133,,circle,NN,B-SUBJ
36134,,of,IN,O
36135,,hardened,JJ,O
36136,,criminals,NNS,B-OBJ
36137,,who,WP,O
36138,,run,VBP,O
36139,,things,NNS,O
36140,,inside,IN,O
36141,,the,DT,O
36142,,prison,NN,O
36143,,and,CC,O
36144,,is,VBZ,O
36145,,offered,VBN,O
36146,,a,DT,O
36147,,job,NN,O
36148,,on,IN,O
36149,,his,PRP$,O
36150,,release,NN,O
36151,,.,.,O
36152,1920,Though,IN,O
36153,,Calder,NNP,O
36154,,had,VBD,O
36155,,gone,VBN,O
36156,,to,TO,O
36157,,Paris,NNP,O
36158,,to,TO,O
36159,,paint,VB,O
36160,,",",",",O
36161,,he,PRP,O
36162,,began,VBD,O
36163,,creating,VBG,O
36164,,figures,NNS,O
36165,,and,CC,O
36166,,animals,NNS,O
36167,,from,IN,O
36168,,wire,NN,O
36169,,and,CC,O
36170,,wood,NN,O
36171,,",",",",O
36172,,gradually,RB,O
36173,,building,VBG,O
36174,,up,RP,O
36175,,an,DT,O
36176,,entire,JJ,O
36177,,circus,NN,B-SUBJ
36178,,of,IN,O
36179,,trapeze,JJ,O
36180,,artists,NNS,B-OBJ
36181,,",",",",O
36182,,clowns,NNS,O
36183,,and,CC,O
36184,,trained,VBN,O
36185,,animals,NNS,O
36186,,.,.,O
36187,1921,Propionibacteria,NNP,O
36188,,acnes,NNS,O
36189,,",",",",O
36190,,or,CC,O
36191,,P.,NNP,O
36192,,acnes,NNS,O
36193,,",",",",O
36194,,are,VBP,O
36195,,the,DT,O
36196,,bacteria,NNS,B-SUBJ
36197,,responsible,JJ,O
36198,,for,IN,O
36199,,acne,JJ,O
36200,,breakouts,NNS,B-OBJ
36201,,.,.,O
36202,1922,Among,IN,O
36203,,the,DT,O
36204,,Hittites,NNPS,O
36205,,there,EX,O
36206,,was,VBD,O
36207,,only,RB,O
36208,,one,CD,O
36209,,queen,NN,O
36210,,consort,NN,O
36211,,",",",",O
36212,,but,CC,O
36213,,the,DT,O
36214,,king,NN,O
36215,,had,VBD,O
36216,,a,DT,O
36217,,harem,NN,B-SUBJ
36218,,of,IN,O
36219,,wives,NNS,B-OBJ
36220,,-LRB-,-LRB-,O
36221,,free,JJ,O
36222,,women,NNS,O
36223,,-RRB-,-RRB-,O
36224,,and,CC,O
36225,,of,IN,O
36226,,slave,NN,O
36227,,concubines,NNS,O
36228,,also,RB,O
36229,,.,.,O
36230,1923,Our,PRP$,O
36231,,microwave,NN,B-SUBJ
36232,,has,VBZ,O
36233,,a,DT,O
36234,,turn-able,JJ,O
36235,,turntable,NN,B-OBJ
36236,,inside,NN,O
36237,,and,CC,O
36238,,dial-able,JJ,O
36239,,knobs,NNS,O
36240,,outside,NN,O
36241,,.,.,O
36242,1924,Felt,NNP,O
36243,,dots,NNP,O
36244,,are,VBP,O
36245,,embroidered,VBN,O
36246,,on,IN,O
36247,,the,DT,O
36248,,front,NN,O
36249,,and,CC,O
36250,,sleeves,NNS,B-SUBJ
36251,,of,IN,O
36252,,this,DT,O
36253,,sweater,NN,B-OBJ
36254,,",",",",O
36255,,adding,VBG,O
36256,,an,DT,O
36257,,extra,JJ,O
36258,,dimension,NN,O
36259,,of,IN,O
36260,,fun,NN,O
36261,,.,.,O
36262,1925,In,IN,O
36263,,the,DT,O
36264,,story,NN,B-SUBJ
36265,,a,DT,O
36266,,mob,NN,B-OBJ
36267,,surrounds,VBZ,O
36268,,a,DT,O
36269,,woman,NN,O
36270,,to,TO,O
36271,,stone,VB,O
36272,,her,PRP,O
36273,,for,IN,O
36274,,adultery,NN,O
36275,,",",",",O
36276,,and,CC,O
36277,,ask,VB,O
36278,,Jesus,NNP,O
36279,,what,WP,O
36280,,they,PRP,O
36281,,should,MD,O
36282,,do,VB,O
36283,,.,.,O
36284,1926,The,DT,O
36285,,summer,NN,O
36286,,he,PRP,O
36287,,was,VBD,O
36288,,thirteen,VBN,O
36289,,he,PRP,O
36290,,organized,VBD,O
36291,,the,DT,O
36292,,neighboring,JJ,O
36293,,farmer,NN,O
36294,,boys,NNS,O
36295,,into,IN,O
36296,,a,DT,O
36297,,troop,NN,B-SUBJ
36298,,of,IN,O
36299,,scouts,NNS,B-OBJ
36300,,.,.,O
36301,1927,Like,IN,O
36302,,all,DT,O
36303,,new,JJ,O
36304,,towns,NNS,O
36305,,we,PRP,O
36306,,have,VBP,O
36307,,missed.the,JJ,O
36308,,encouraging,JJ,O
36309,,influence,NN,O
36310,,of,IN,O
36311,,a,DT,O
36312,,large,JJ,O
36313,,body,NN,B-SUBJ
36314,,of,IN,O
36315,,alumni,NNS,B-OBJ
36316,,",",",",O
36317,,only,RB,O
36318,,two,CD,O
36319,,of,IN,O
36320,,the,DT,O
36321,,thirty-five,JJ,O
36322,,former,JJ,O
36323,,graduates,NNS,O
36324,,having,VBG,O
36325,,entered,VBN,O
36326,,college,NN,O
36327,,.,.,O
36328,1928,The,DT,O
36329,,depression,NN,O
36330,,chamber,NN,B-SUBJ
36331,,contains,VBZ,O
36332,,a,DT,O
36333,,diaphragm,NN,B-OBJ
36334,,under,IN,O
36335,,pressure,NN,O
36336,,from,IN,O
36337,,a,DT,O
36338,,diaphragm,NN,O
36339,,spring,NN,O
36340,,.,.,O
36341,1929,In,IN,O
36342,,the,DT,O
36343,,poem,NN,B-SUBJ
36344,,",",",",O
36345,,an,DT,O
36346,,albatross,NNS,B-OBJ
36347,,starts,VBZ,O
36348,,to,TO,O
36349,,follow,VB,O
36350,,a,DT,O
36351,,ship,NN,O
36352,,-,:,O
36353,,being,VBG,O
36354,,followed,VBN,O
36355,,by,IN,O
36356,,an,DT,O
36357,,albatross,NNS,O
36358,,was,VBD,O
36359,,generally,RB,O
36360,,considered,VBN,O
36361,,an,DT,O
36362,,omen,NN,O
36363,,of,IN,O
36364,,good,JJ,O
36365,,luck,NN,O
36366,,.,.,O
36367,1930,The,DT,O
36368,,fortress,NNS,B-SUBJ
36369,,had,VBD,O
36370,,the,DT,O
36371,,only,JJ,O
36372,,gate,NN,B-OBJ
36373,,from,IN,O
36374,,the,DT,O
36375,,southwest,NN,O
36376,,.,.,O
36377,1931,The,DT,O
36378,,dissertations,NNS,B-SUBJ
36379,,reported,VBD,O
36380,,on,IN,O
36381,,a,DT,O
36382,,research,NN,B-OBJ
36383,,project,NN,I-OBJ
36384,,of,IN,O
36385,,some,DT,O
36386,,kind,NN,O
36387,,.,.,O
36388,1932,Body,NN,O
36389,,piercing,VBG,O
36390,,jewellery,RB,O
36391,,specially,RB,O
36392,,for,IN,O
36393,,lobe,JJ,B-SUBJ
36394,,ear,NN,B-OBJ
36395,,piercings,NNS,O
36396,,.,.,O
36397,1933,The,DT,O
36398,,stone,NN,O
36399,,ginger,NN,B-SUBJ
36400,,beer,NN,B-OBJ
36401,,has,VBZ,O
36402,,a,DT,O
36403,,ginger,NN,O
36404,,`,``,O
36405,,bite,NN,O
36406,,','',O
36407,,without,IN,O
36408,,the,DT,O
36409,,`,``,O
36410,,ginger,NN,O
36411,,burn,NN,O
36412,,','',O
36413,,of,IN,O
36414,,more,RBR,O
36415,,peppery,JJ,O
36416,,Jamaican,JJ,O
36417,,ginger,NN,O
36418,,beers,NNS,O
36419,,.,.,O
36420,1934,Oil,NNP,O
36421,,extraction,NNP,B-SUBJ
36422,,in,IN,O
36423,,the,DT,O
36424,,Amazon,NNP,O
36425,,has,VBZ,O
36426,,already,RB,O
36427,,caused,VBN,O
36428,,the,DT,O
36429,,extinction,NN,B-OBJ
36430,,of,IN,O
36431,,the,DT,O
36432,,Tetete,NNP,O
36433,,and,CC,O
36434,,Zaparo,NNP,O
36435,,nationalities,NNS,O
36436,,and,CC,O
36437,,continues,VBZ,O
36438,,to,TO,O
36439,,threaten,VB,O
36440,,indigenous,JJ,O
36441,,peoples,NNS,O
36442,,.,.,O
36443,1935,For,IN,O
36444,,the,DT,O
36445,,original,JJ,O
36446,,stud,JJ,O
36447,,farm,NN,O
36448,,",",",",O
36449,,desirous,NNS,O
36450,,of,IN,O
36451,,producing,VBG,O
36452,,the,DT,O
36453,,best,JJS,O
36454,,horses,NNS,B-SUBJ
36455,,for,IN,O
36456,,the,DT,O
36457,,dragoons,NNS,B-OBJ
36458,,and,CC,O
36459,,hussars,NNS,O
36460,,",",",",O
36461,,the,DT,O
36462,,lighter,JJR,O
36463,,horse,NN,O
36464,,of,IN,O
36465,,a,DT,O
36466,,square,JJ,O
36467,,frame,NN,O
36468,,was,VBD,O
36469,,the,DT,O
36470,,ideal,NN,O
36471,,.,.,O
36472,1936,Listeners,NNS,B-SUBJ
36473,,receive,VBP,O
36474,,WBAI,NNP,O
36475,,live,VBP,O
36476,,over,IN,O
36477,,the,DT,O
36478,,internet,NN,B-OBJ
36479,,-LRB-,-LRB-,O
36480,,referred,VBN,O
36481,,to,TO,O
36482,,as,IN,O
36483,,``,``,O
36484,,streaming,NN,O
36485,,'','',O
36486,,-RRB-,-RRB-,O
36487,,",",",",O
36488,,using,VBG,O
36489,,one,CD,O
36490,,of,IN,O
36491,,the,DT,O
36492,,various,JJ,O
36493,,audio,JJ,O
36494,,formats,NNS,O
36495,,below,RB,O
36496,,.,.,O
36497,1937,The,DT,O
36498,,100,CD,O
36499,,MHz,NNP,O
36500,,RF,NNP,O
36501,,signal,NN,B-SUBJ
36502,,for,IN,O
36503,,the,DT,O
36504,,amplitude,JJ,O
36505,,modulator,NN,O
36506,,was,VBD,O
36507,,derived,VBN,O
36508,,from,IN,O
36509,,a,DT,O
36510,,pulse,NN,O
36511,,pattern,NN,O
36512,,generator,NN,B-OBJ
36513,,-LRB-,-LRB-,O
36514,,PPG,NNP,O
36515,,-RRB-,-RRB-,O
36516,,.,.,O
36517,1938,Even,RB,O
36518,,travel,NN,B-SUBJ
36519,,agents,NNS,I-SUBJ
36520,,are,VBP,O
36521,,turning,VBG,O
36522,,to,TO,O
36523,,telepresence,VB,B-OBJ
36524,,for,IN,O
36525,,clients,NNS,O
36526,,.,.,O
36527,1939,The,DT,O
36528,,temperature,NN,O
36529,,distributions,NNS,B-SUBJ
36530,,in,IN,O
36531,,a,DT,O
36532,,vial,NN,B-OBJ
36533,,during,IN,O
36534,,freeze-drying,NN,O
36535,,of,IN,O
36536,,a,DT,O
36537,,skim,NN,O
36538,,milk,NN,O
36539,,solution,NN,O
36540,,were,VBD,O
36541,,determined,VBN,O
36542,,experimentally,RB,O
36543,,.,.,O
36544,1940,The,DT,O
36545,,first,JJ,O
36546,,seismic,JJ,B-SUBJ
36547,,arrival,NN,I-SUBJ
36548,,from,IN,O
36549,,an,DT,O
36550,,earthquake,NN,B-OBJ
36551,,is,VBZ,O
36552,,the,DT,O
36553,,P,NNP,O
36554,,wave,NN,O
36555,,",",",",O
36556,,which,WDT,O
36557,,is,VBZ,O
36558,,usually,RB,O
36559,,relatively,RB,O
36560,,low-amplitude,JJ,O
36561,,.,.,O
36562,1941,I,PRP,O
36563,,sent,VBD,O
36564,,you,PRP,O
36565,,a,DT,O
36566,,suitcase,NN,B-SUBJ
36567,,with,IN,O
36568,,cash,NN,B-OBJ
36569,,in,IN,O
36570,,it,PRP,O
36571,,so,IN,O
36572,,you,PRP,O
36573,,can,MD,O
36574,,fill,VB,O
36575,,it,PRP,O
36576,,up,RP,O
36577,,with,IN,O
36578,,wine,NN,O
36579,,gummies,NNS,O
36580,,.,.,O
36581,1942,The,DT,O
36582,,media,NNS,B-SUBJ
36583,,then,RB,O
36584,,creates,VBZ,O
36585,,a,DT,O
36586,,self,NN,O
36587,,fulfilling,VBG,O
36588,,prophesy,RB,O
36589,,with,IN,O
36590,,constant,JJ,O
36591,,reports,NNS,B-OBJ
36592,,of,IN,O
36593,,doom,NN,O
36594,,and,CC,O
36595,,gloom,NN,O
36596,,and,CC,O
36597,,individuals,NNS,O
36598,,also,RB,O
36599,,pull,VBP,O
36600,,their,PRP$,O
36601,,money,NN,O
36602,,out,RP,O
36603,,of,IN,O
36604,,the,DT,O
36605,,targeted,JJ,O
36606,,bank,NN,O
36607,,.,.,O
36608,1943,Google,NNP,O
36609,,groups,NNS,O
36610,,were,VBD,O
36611,,sending,VBG,O
36612,,commands,NNS,B-SUBJ
36613,,to,TO,O
36614,,malware,VB,B-OBJ
36615,,.,.,O
36616,1944,Also,RB,O
36617,,missing,VBG,O
36618,,was,VBD,O
36619,,a,DT,O
36620,,38,CD,O
36621,,caliber,NNP,O
36622,,Smith,NNP,O
36623,,&,CC,O
36624,,Wesson,NNP,O
36625,,gun,NN,B-SUBJ
36626,,that,WDT,O
36627,,was,VBD,O
36628,,in,IN,O
36629,,a,DT,O
36630,,suitcase,NN,B-OBJ
36631,,in,IN,O
36632,,the,DT,O
36633,,tractor,NN,O
36634,,.,.,O
36635,1945,These,DT,O
36636,,centres,NNS,O
36637,,",",",",O
36638,,along,IN,O
36639,,with,IN,O
36640,,appropriate,JJ,O
36641,,educational,JJ,O
36642,,and,CC,O
36643,,psychosocial,JJ,O
36644,,interventions,NNS,O
36645,,",",",",O
36646,,helped,VBD,O
36647,,children,NNS,O
36648,,overcome,VB,O
36649,,the,DT,O
36650,,trauma,NN,B-SUBJ
36651,,and,CC,O
36652,,stress,NN,O
36653,,caused,VBN,O
36654,,by,IN,O
36655,,the,DT,O
36656,,earthquake,NN,B-OBJ
36657,,.,.,O
36658,1946,But,CC,O
36659,,my,PRP$,O
36660,,local,JJ,O
36661,,bellowing,NN,B-SUBJ
36662,,of,IN,O
36663,,bullfinches,NNS,B-OBJ
36664,,prefer,VBP,O
36665,,natural,JJ,O
36666,,food,NN,O
36667,,.,.,O
36668,1947,American,NNP,O
36669,,skiier,NN,O
36670,,Lindsey,NNP,O
36671,,Vonn,NNP,O
36672,,denied,VBD,O
36673,,downhill,RB,O
36674,,treble,VB,O
36675,,as,IN,O
36676,,fog,NN,B-SUBJ
36677,,caused,VBD,O
36678,,cancellation,NN,B-OBJ
36679,,in,IN,O
36680,,Val,NNP,O
36681,,d'Isere,NN,O
36682,,.,.,O
36683,1948,Through,IN,O
36684,,the,DT,O
36685,,night,NN,O
36686,,the,DT,O
36687,,stern,NN,B-SUBJ
36688,,continued,VBD,O
36689,,to,TO,O
36690,,settle,VB,O
36691,,as,IN,O
36692,,the,DT,O
36693,,cruiser,NN,B-OBJ
36694,,listed,VBN,O
36695,,to,TO,O
36696,,port,NN,O
36697,,.,.,O
36698,1949,This,DT,O
36699,,technique,NN,O
36700,,efficiently,RB,O
36701,,inserted,CD,O
36702,,genes,NNS,B-SUBJ
36703,,into,IN,O
36704,,hematopoietic,JJ,O
36705,,stem,VBP,B-OBJ
36706,,cells,NNS,I-OBJ
36707,,.,.,O
36708,1950,The,DT,O
36709,,device,NN,B-SUBJ
36710,,was,VBD,O
36711,,contained,VBN,O
36712,,in,IN,O
36713,,a,DT,O
36714,,small,JJ,O
36715,,jiffy,NN,B-OBJ
36716,,bag,NN,I-OBJ
36717,,with,IN,O
36718,,a,DT,O
36719,,white,JJ,O
36720,,label,NN,O
36721,,",",",",O
36722,,with,IN,O
36723,,a,DT,O
36724,,post,NN,O
36725,,mark,NN,O
36726,,that,WDT,O
36727,,was,VBD,O
36728,,``,``,O
36729,,not,RB,O
36730,,local,JJ,O
36731,,'','',O
36732,,.,.,O
36733,1951,Illinois,NNP,O
36734,,race,NN,O
36735,,for,IN,O
36736,,lieutenant,NN,O
36737,,governor,NN,O
36738,,attracts,VBZ,O
36739,,a,DT,O
36740,,crowd,NN,B-SUBJ
36741,,of,IN,O
36742,,candidates,NNS,B-OBJ
36743,,.,.,O
36744,1952,The,DT,O
36745,,opposing,JJ,O
36746,,party,NN,B-SUBJ
36747,,hid,VBP,O
36748,,the,DT,O
36749,,anvil,NN,O
36750,,with,IN,O
36751,,a,DT,O
36752,,view,NN,B-OBJ
36753,,to,TO,O
36754,,important,JJ,O
36755,,consequences,NNS,O
36756,,.,.,O
36757,1953,A,DT,O
36758,,critical,JJ,O
36759,,habitat,NN,B-SUBJ
36760,,for,IN,O
36761,,beluga,NN,O
36762,,whales,NNS,O
36763,,in,IN,O
36764,,upper,JJ,O
36765,,Cook,NNP,O
36766,,Inlet,NNP,O
36767,,has,VBZ,O
36768,,been,VBN,O
36769,,created,VBN,O
36770,,by,IN,O
36771,,the,DT,O
36772,,federal,JJ,O
36773,,government,NN,B-OBJ
36774,,.,.,O
36775,1954,The,DT,O
36776,,crew,NN,B-SUBJ
36777,,had,VBD,O
36778,,dug,VBD,O
36779,,a,DT,O
36780,,trench,NN,B-OBJ
36781,,for,IN,O
36782,,her,PRP,O
36783,,to,TO,O
36784,,walk,VB,O
36785,,in,RP,O
36786,,so,RB,O
36787,,that,IN,O
36788,,she,PRP,O
36789,,would,MD,O
36790,,not,RB,O
36791,,dwarf,VB,O
36792,,the,DT,O
36793,,star,NN,O
36794,,.,.,O
36795,1955,He,PRP,O
36796,,came,VBD,O
36797,,back,RB,O
36798,,15,CD,O
36799,,minutes,NNS,O
36800,,later,RBR,O
36801,,with,IN,O
36802,,a,DT,O
36803,,bottle,NN,B-SUBJ
36804,,",",",",O
36805,,with,IN,O
36806,,three,CD,O
36807,,lizards,NNS,B-OBJ
36808,,in,IN,O
36809,,it,PRP,O
36810,,.,.,O
36811,1956,Mark,NNP,O
36812,,also,RB,O
36813,,spoke,VBD,O
36814,,about,RB,O
36815,,post-September,JJ,O
36816,,11,CD,O
36817,,civil,JJ,O
36818,,rights,NNS,O
36819,,and,CC,O
36820,,civil,JJ,O
36821,,liberties,NNS,O
36822,,issues,NNS,B-SUBJ
36823,,facing,VBG,O
36824,,immigrants,NNS,B-OBJ
36825,,.,.,O
36826,1957,The,DT,O
36827,,explorer,NN,B-SUBJ
36828,,journeyed,VBD,O
36829,,into,IN,O
36830,,the,DT,O
36831,,Arctic,NNP,O
36832,,region,NN,B-OBJ
36833,,of,IN,O
36834,,the,DT,O
36835,,Himalayas,NNPS,O
36836,,",",",",O
36837,,determined,VBN,O
36838,,to,TO,O
36839,,find,VB,O
36840,,a,DT,O
36841,,copy,NN,O
36842,,of,IN,O
36843,,the,DT,O
36844,,Himis,NNP,O
36845,,manuscript,NN,O
36846,,or,CC,O
36847,,to,TO,O
36848,,expose,VB,O
36849,,the,DT,O
36850,,fraud,NN,O
36851,,.,.,O
36852,1958,The,DT,O
36853,,judge,NN,O
36854,,directed,VBD,O
36855,,the,DT,O
36856,,court,NN,B-SUBJ
36857,,to,TO,O
36858,,decide,VB,O
36859,,the,DT,O
36860,,preliminary,JJ,O
36861,,issue,NN,O
36862,,raised,VBN,O
36863,,by,IN,O
36864,,the,DT,O
36865,,petitioner,NN,B-OBJ
36866,,.,.,O
36867,1959,The,DT,O
36868,,NMB,NNP,O
36869,,maintains,VBZ,O
36870,,a,DT,O
36871,,panel,NN,B-SUBJ
36872,,of,IN,O
36873,,neutral,JJ,O
36874,,referees,NNS,B-OBJ
36875,,for,IN,O
36876,,service,NN,O
36877,,on,IN,O
36878,,these,DT,O
36879,,and,CC,O
36880,,certain,JJ,O
36881,,other,JJ,O
36882,,boards,NNS,O
36883,,.,.,O
36884,1960,He,PRP,O
36885,,grabed,VBD,O
36886,,one,CD,O
36887,,end,NN,O
36888,,of,IN,O
36889,,the,DT,O
36890,,broom,NN,B-SUBJ
36891,,stick,VBP,B-OBJ
36892,,as,IN,O
36893,,they,PRP,O
36894,,grab,VBP,O
36895,,the,DT,O
36896,,other,JJ,O
36897,,end,NN,O
36898,,.,.,O
36899,1961,In,IN,O
36900,,law,NN,O
36901,,",",",",O
36902,,a,DT,O
36903,,bill,NN,B-SUBJ
36904,,of,IN,O
36905,,particulars,NNS,B-OBJ
36906,,is,VBZ,O
36907,,a,DT,O
36908,,list,NN,O
36909,,of,IN,O
36910,,written,VBN,O
36911,,statements,NNS,O
36912,,made,VBN,O
36913,,by,IN,O
36914,,a,DT,O
36915,,party,NN,O
36916,,to,TO,O
36917,,a,DT,O
36918,,court,NN,O
36919,,proceeding,NN,O
36920,,",",",",O
36921,,upon,IN,O
36922,,demand,NN,O
36923,,of,IN,O
36924,,another,DT,O
36925,,party,NN,O
36926,,",",",",O
36927,,that,WDT,O
36928,,sets,VBZ,O
36929,,forth,RP,O
36930,,details,NNS,O
36931,,of,IN,O
36932,,a,DT,O
36933,,claim,NN,O
36934,,or,CC,O
36935,,defense,NN,O
36936,,.,.,O
36937,1962,My,PRP$,O
36938,,pug,NN,B-SUBJ
36939,,has,VBZ,O
36940,,little,JJ,O
36941,,bumps,NNS,O
36942,,under,IN,O
36943,,his,PRP$,O
36944,,chin,NN,B-OBJ
36945,,.,.,O
36946,1963,It,PRP,O
36947,,has,VBZ,O
36948,,been,VBN,O
36949,,assumed,VBN,O
36950,,that,IN,O
36951,,the,DT,O
36952,,quench,NN,B-SUBJ
36953,,starts,VBZ,O
36954,,at,IN,O
36955,,the,DT,O
36956,,middle,JJ,O
36957,,cross-section,NN,B-OBJ
36958,,of,IN,O
36959,,the,DT,O
36960,,magnet,NN,O
36961,,.,.,O
36962,1964,In,IN,O
36963,,the,DT,O
36964,,fall,NN,O
36965,,of,IN,O
36966,,2003,CD,O
36967,,",",",",O
36968,,a,DT,O
36969,,hidden,JJ,O
36970,,camera-equipped,JJ,O
36971,,journalist,NN,B-SUBJ
36972,,from,IN,O
36973,,Germany,NNP,O
36974,,'s,POS,O
36975,,ARD,NNP,O
36976,,television,NN,B-OBJ
36977,,infiltrated,VBD,O
36978,,the,DT,O
36979,,Saudi-built,NNP,O
36980,,King,NNP,O
36981,,Fahd,NNP,O
36982,,Academy,NNP,O
36983,,in,IN,O
36984,,Bonn,NNP,O
36985,,and,CC,O
36986,,taped,VBD,O
36987,,what,WP,O
36988,,it,PRP,O
36989,,taught,VBD,O
36990,,to,TO,O
36991,,young,JJ,O
36992,,Muslim,JJ,O
36993,,children,NNS,O
36994,,.,.,O
36995,1965,Ice,NN,O
36996,,cream,NN,B-SUBJ
36997,,was,VBD,O
36998,,made,VBN,O
36999,,by,IN,O
37000,,hand,NN,B-OBJ
37001,,in,IN,O
37002,,a,DT,O
37003,,large,JJ,O
37004,,bowl,NN,O
37005,,placed,VBN,O
37006,,inside,IN,O
37007,,a,DT,O
37008,,tub,NN,O
37009,,filled,VBN,O
37010,,with,IN,O
37011,,ice,NN,O
37012,,and,CC,O
37013,,salt,NN,O
37014,,.,.,O
37015,1966,Ruins,NNS,B-SUBJ
37016,,from,IN,O
37017,,"800,000",CD,O
37018,,years,NNS,B-OBJ
37019,,ago,IN,O
37020,,discovered,VBN,O
37021,,in,IN,O
37022,,Israel,NNP,O
37023,,show,VBP,O
37024,,that,IN,O
37025,,Stone,NNP,O
37026,,Age,NNP,O
37027,,ancestors,NNS,O
37028,,had,VBD,O
37029,,began,VBD,O
37030,,to,TO,O
37031,,organize,VB,O
37032,,their,PRP$,O
37033,,open-air,JJ,O
37034,,living,NN,O
37035,,spaces,NNS,O
37036,,into,IN,O
37037,,separate,JJ,O
37038,,clusters,NNS,O
37039,,for,IN,O
37040,,different,JJ,O
37041,,activities,NNS,O
37042,,such,JJ,O
37043,,as,IN,O
37044,,cooking,NN,O
37045,,and,CC,O
37046,,stone,NN,O
37047,,manufacturing,NN,O
37048,,.,.,O
37049,1967,The,DT,O
37050,,user,NN,B-SUBJ
37051,,is,VBZ,O
37052,,cooling,VBG,O
37053,,a,DT,O
37054,,processor,NN,O
37055,,with,IN,O
37056,,a,DT,O
37057,,power,NN,O
37058,,usage,NN,B-OBJ
37059,,of,IN,O
37060,,35W,CD,O
37061,,",",",",O
37062,,using,VBG,O
37063,,a,DT,O
37064,,conventional,JJ,O
37065,,heatsink,NN,O
37066,,.,.,O
37067,1968,The,DT,O
37068,,hotel,NN,O
37069,,released,VBD,O
37070,,effluent,JJ,B-SUBJ
37071,,into,IN,O
37072,,the,DT,O
37073,,lake,NN,B-OBJ
37074,,.,.,O
37075,1969,They,PRP,O
37076,,include,VBP,O
37077,,sending,VBG,O
37078,,e-mails,NNS,B-SUBJ
37079,,to,TO,O
37080,,remind,VB,O
37081,,customers,NNS,O
37082,,about,IN,O
37083,,abandoned,VBN,B-OBJ
37084,,items,NNS,I-OBJ
37085,,.,.,O
37086,1970,The,DT,O
37087,,tsunami,NN,B-SUBJ
37088,,resulted,VBD,O
37089,,in,IN,O
37090,,significant,JJ,O
37091,,property,NN,O
